chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
II	1874346	1875931	1488	1874346-1874428,1874492-1875621,1875657-1875931	+	CDS	SPBC18H10.09	None	SPBC18H10.09.1	zf-CHY type zinc finger protein involved in rescue of stalled ribosomes
II	1876061	1877060	900	1876061-1876450,1876506-1876754,1876800-1877060	-	CDS	SPBC18H10.10c	saf4	SPBC18H10.10c.1	splicing associated factor Saf4
II	1877398	1878696	1299	1877398-1878696	-	CDS	SPBC18H10.11c	ppr2	SPBC18H10.11c.1	mitochondrial PPR repeat protein Ppr2
II	1879033	1880229	756	1879033-1879659,1880101-1880229	-	CDS	SPBC18H10.12c	rpl701	SPBC18H10.12c.1	RNase MRP subunit, ribosomal protein L7-like Rpl701
II	1880398	1880817	420	1880398-1880817	+	CDS	SPBC18H10.13	rps1402	SPBC18H10.13.1	40S ribosomal protein S14
II	1881961	1882554	423	1881961-1882335,1882507-1882554	+	CDS	SPBC18H10.14	rps1601	SPBC18H10.14.1	40S ribosomal protein S16
II	1883254	1884508	1197	1883254-1884108,1884167-1884508	+	CDS	SPBC18H10.15	cdk11	SPBC18H10.15.1	Cdk11-cyclinL compex kinase subunit Cdk11
II	1885028	1888226	3153	1885028-1886768,1886815-1888226	+	CDS	SPBC18H10.16	vhc1	SPBC18H10.16.1	vacuolar membrane cation-chloride cotransporter Vhc1
II	1888745	1889272	528	1888745-1889272	-	CDS	SPBC18H10.17c	mhr1	SPBC18H10.17c.1	mitochondrial ribosomal protein subunit L67
II	1890370	1891143	729	1890370-1890707,1890753-1891143	-	CDS	SPBC18H10.18c	wag1	SPBC18H10.18c.1	Schizosaccharomyces specific protein
II	1894278	1895996	1425	1894278-1894514,1894745-1894915,1894980-1895996	+	CDS	SPBC18H10.19	vps38	SPBC18H10.19.1	phophatidylinositol 3-kinase complex subunit Vps38
II	1896418	1897503	1086	1896418-1897503	-	CDS	SPBC18H10.20c	any1	SPBC18H10.20c.1	arrestin-related substrate adaptor Any1
II	1900764	1904765	4002	1900764-1904765	-	CDS	SPBC9B6.02c	Tf2-9	SPBC9B6.02c.1	retrotransposable element/transposon Tf2-type
II	1906289	1907170	882	1906289-1907170	+	CDS	SPBC9B6.03	pib2	SPBC9B6.03.1	zf-FYVE type zinc finger protein and glutamine sensor Pib2
II	1908051	1909421	1320	1908051-1909235,1909287-1909421	-	CDS	SPBC9B6.04c	tuf1	SPBC9B6.04c.1	mitochondrial translation elongation factor EF-Tu Tuf1
II	1910138	1910685	282	1910138-1910175,1910277-1910391,1910446-1910463,1910534-1910626,1910668-1910685	-	CDS	SPBC9B6.05c	lsm3	SPBC9B6.05c.1	Lsm2-8 complex subunit Lsm3
II	1910948	1911712	765	1910948-1911712	+	CDS	SPBC9B6.06	mrpl10	SPBC9B6.06.1	mitochondrial ribosomal protein subunit L15
II	1912574	1913509	654	1912574-1912616,1912661-1912768,1912825-1913113,1913296-1913509	+	CDS	SPBC9B6.07	nop52	SPBC9B6.07.1	nucleolar protein Nop52 family Rrp1
II	1915175	1915864	690	1915175-1915864	+	CDS	SPBC9B6.08	clc1	SPBC9B6.08.1	clathrin light chain Clc1
II	1916672	1918852	2181	1916672-1918852	-	CDS	SPBC9B6.09c	mdl1	SPBC9B6.09c.1	mitochondrial peptide-transporting ATPase
II	1919201	1921032	1401	1919201-1919223,1919284-1919310,1919640-1919650,1919693-1921032	+	CDS	SPBC9B6.10	cdc37	SPBC9B6.10.1	Hsp90 co-chaperone Cdc37
II	1921179	1922816	1509	1921179-1922461,1922591-1922816	-	CDS	SPBC9B6.11c	None	SPBC9B6.11c.1	CCR4/nocturin family endoribonuclease
II	1922900	1923307	408	1922900-1923307	-	CDS	SPBC28E12.01c	apc13	SPBC28E12.01c.1	anaphase-promoting complex TPR lobe accessory factor Apc13
II	1924339	1926330	1992	1924339-1926330	+	CDS	SPBC28E12.02	None	SPBC28E12.02.1	RNA-binding protein, Human BICC1 ortholog, implicated in RNA metabolism
II	1927635	1930778	2802	1927635-1927721,1927859-1927914,1928057-1928406,1928470-1930778	+	CDS	SPBC28E12.03	rga4	SPBC28E12.03.1	RhoGAP Rga4
II	1931473	1932543	1071	1931473-1932543	+	CDS	SPBC28E12.04	cbp7	SPBC28E12.04.1	cytochrome b translation regulator Cbp7
II	1933174	1934178	1005	1933174-1934178	+	CDS	SPBC28E12.05	esf2	SPBC28E12.05.1	U3 snoRNP-associated protein Esf2
II	1934446	1942275	7830	1934446-1942275	-	CDS	SPBC28E12.06c	lvs1	SPBC28E12.06c.1	beige protein homolog Lvs1
II	1943601	1944820	1098	1943601-1943807,1943930-1944820	-	CDS	SPBC3H7.15	hhp1	SPBC3H7.15.1	serine/threonine protein kinase (CK1 family) Hhp1
II	1945775	1946995	1221	1945775-1946995	-	CDS	SPBC3H7.14	mug176	SPBC3H7.14.1	BRCT domain protein
II	1948206	1949111	906	1948206-1949111	-	CDS	SPBC3H7.13	csc1	SPBC3H7.13.1	SIP/FAR complex FHA domain subunit Csc1
II	1950177	1951040	864	1950177-1951040	-	CDS	SPBC3H7.12	rav2	SPBC3H7.12.1	RAVE complex subunit Rav2
II	1951379	1952197	747	1951379-1951837,1951910-1952197	-	CDS	SPBC3H7.11	trm141	SPBC3H7.11.1	tRNA(Ser) residue 32 (cytosine-3-)-methyltransferase Trm141
II	1952531	1952764	234	1952531-1952764	+	CDS	SPBC3H7.18	tam8	SPBC3H7.18.1	Schizosaccharomyces specific protein Tam8
II	1952788	1953619	750	1952788-1953342,1953425-1953619	-	CDS	SPBC3H7.10	elp6	SPBC3H7.10.1	elongator complex subunit Elp6
II	1954408	1955460	1053	1954408-1955460	-	CDS	SPBC3H7.09	erf2	SPBC3H7.09.1	palmitoyltransferase Erf2
II	1957265	1957856	363	1957265-1957333,1957403-1957454,1957615-1957856	+	CDS	SPBC3H7.08c	mra2	SPBC3H7.08c.1	mitochondrial respiratory complex/ ATP synthase assembly protein Mra2
II	1958347	1959314	897	1958347-1959144,1959216-1959314	+	CDS	SPBC3H7.07c	ser2	SPBC3H7.07c.1	phosphoserine phosphatase Ser2
II	1959860	1961333	1404	1959860-1960224,1960295-1961333	+	CDS	SPBC3H7.06c	pof9	SPBC3H7.06c.1	F-box protein Pof9
II	1962473	1963546	1074	1962473-1963546	+	CDS	SPBC3H7.05c	None	SPBC3H7.05c.1	mitochondrial Membrane Bound O-Acyl Transferase (MBOAT) family
II	1963911	1964573	663	1963911-1964573	-	CDS	SPBC3H7.04	None	SPBC3H7.04.1	mitochondrial ribosomal protein subunit
II	1968754	1971783	3030	1968754-1971783	+	CDS	SPBC3H7.03c	kgd1	SPBC3H7.03c.1	mitochondrial 2-oxoglutarate dehydrogenase (lipoamide) (e1 component of oxoglutarate dehydrogenase complex), Kgd1
II	1972380	1975013	2634	1972380-1975013	-	CDS	SPBC3H7.02	sul1	SPBC3H7.02.1	plasma membrane sulfate transmembrane transporter Sul1
II	1978179	1979671	1188	1978179-1978499,1978556-1978897,1978954-1979238,1979285-1979410,1979558-1979671	-	CDS	SPBC3H7.01	spo14	SPBC3H7.01.1	GEF for Sar1, WD repeat protein Spo14
II	1981171	1982277	969	1981171-1981443,1981530-1981603,1981656-1982277	+	CDS	SPBP16F5.02	mcs2	SPBP16F5.02.1	transcription factor TFIIH complex cyclin Mcs2
II	1982448	1993433	10986	1982448-1993433	-	CDS	SPBP16F5.03c	tra1	SPBP16F5.03c.1	SAGA complex, phosphatidylinositol pseudokinase subunit Tra1
II	1993814	1994759	501	1993814-1994002,1994399-1994456,1994506-1994759	+	CDS	SPBP16F5.04	ubc7	SPBP16F5.04.1	Hrd1 ubiquitin ligase complex ubiquitin conjugating enzyme E2 Ubc7
II	1995247	1995687	441	1995247-1995687	-	CDS	SPBP16F5.05c	yar1	SPBP16F5.05c.1	ribosome biogenesis protein Yar1
II	1996147	1997583	1437	1996147-1997583	+	CDS	SPBP16F5.06	nop8	SPBP16F5.06.1	ribosome biogenesis RNA-binding protein Nop8
II	1998195	1999698	1281	1998195-1998256,1998332-1998437,1998508-1999155,1999234-1999698	+	CDS	SPBP16F5.07	apm1	SPBP16F5.07.1	AP-1 adaptor complex mu subunit Apm1
II	2000151	2001494	1344	2000151-2001494	-	CDS	SPBP16F5.08c	fmo1	SPBP16F5.08c.1	ER flavin-containing N,N-dimethylaniline monooxygenase activity Fmo1
II	2003865	2004752	888	2003865-2004752	-	CDS	SPBC16E9.01c	php4	SPBC16E9.01c.1	CCAAT-binding factor complex repressor Php4
II	2006176	2008188	1710	2006176-2007716,2007934-2008003,2008090-2008188	-	CDS	SPBC16E9.02c	None	SPBC16E9.02c.1	CUE domain protein, human TOLLIP ortholog
II	2008778	2009527	750	2008778-2009527	-	CDS	SPBC16E9.03c	coa1	SPBC16E9.03c.1	cytochrome c oxidase assembly protein Coa1
II	2009526	2010188	432	2009526-2009648,2009880-2010188	+	CDS	SPBC16E9.19	pac3	SPBC16E9.19.1	proteasome assembly chaperone Pac3
II	2012001	2013137	1137	2012001-2013137	+	CDS	SPBC16E9.05	erg6	SPBC16E9.05.1	sterol 24-C-methyltransferase Erg6
II	2013701	2014009	309	2013701-2014009	-	CDS	SPBC16E9.06c	uvi31	SPBC16E9.06c.1	mitochondrial [4Fe-4S] cluster transfer protein Uvi31
II	2015155	2016096	942	2015155-2016096	+	CDS	SPBC16E9.07	mug100	SPBC16E9.07.1	Schizosaccharomyces pombe specific protein Mug100
II	2016818	2017885	1068	2016818-2017885	+	CDS	SPBC16E9.08	mcp4	SPBC16E9.08.1	prospore membrane protein Mcp4/Mug101
II	2018527	2019339	648	2018527-2018555,2018597-2018788,2018850-2019063,2019127-2019339	-	CDS	SPBC16E9.09c	erp5	SPBC16E9.09c.1	COPII vesicle coat component Erp5/Erp6/Erp1
II	2019914	2022416	2340	2019914-2021343,2021387-2021815,2021875-2022040,2022102-2022416	-	CDS	SPBC16E9.10c	rix7	SPBC16E9.10c.1	ribosome assembly ATPase Rix7
II	2023792	2026494	2361	2023792-2025973,2026316-2026494	-	CDS	SPBC16E9.11c	pub3	SPBC16E9.11c.1	HECT-type ubiquitin-protein ligase E3 Pub3
II	2028109	2028771	501	2028109-2028231,2028288-2028375,2028431-2028684,2028736-2028771	-	CDS	SPBC16E9.12c	pab2	SPBC16E9.12c.1	nuclear poly(A) binding protein (PABP) Pab2
II	2031244	2032668	1425	2031244-2032668	+	CDS	SPBC16E9.13	ksp1	SPBC16E9.13.1	serine/threonine protein kinase Ksp1
II	2033179	2034339	1161	2033179-2034339	-	CDS	SPBC16E9.14c	zrg17	SPBC16E9.14c.1	Golgi zinc importer, CDF family, Zrg17
II	2034995	2035392	228	2034995-2035057,2035115-2035138,2035188-2035230,2035295-2035392	+	CDS	SPBC16E9.15	None	SPBC16E9.15.1	heat shock factor binding protein, implicated in trancriptional response to stress
II	2036002	2038272	2271	2036002-2038272	-	CDS	SPBC16E9.16c	lsd90	SPBC16E9.16c.1	Lsd90 protein
II	2039809	2040378	570	2039809-2040378	+	CDS	SPBC16E9.20	None	SPBC16E9.20.1	dubious
II	2041436	2042729	1209	2041436-2042182,2042268-2042729	-	CDS	SPBC16E9.17c	rem1	SPBC16E9.17c.1	meiosis specific cyclin Rem1
II	2043727	2045040	1314	2043727-2045040	+	CDS	SPBC16E9.18	psd1	SPBC16E9.18.1	phosphatidylserine decarboxylase Psd1
II	2046143	2047954	1812	2046143-2047954	+	CDS	SPBC1E8.02	None	SPBC1E8.02.1	ER ubiquitin family protein
II	2048184	2049836	1653	2048184-2049836	-	CDS	SPBC1E8.03c	None	SPBC1E8.03c.1	ER membrane protein, conserved in fungi plants and protozoa, glycosyl transferase family
II	2053409	2057410	4002	2053409-2057410	+	CDS	SPBC1E8.04	Tf2-10	SPBC1E8.04.1	retrotransposable element/transposon Tf2-type
II	2058934	2059887	954	2058934-2059887	+	CDS	SPBC1E8.05	knh4	SPBC1E8.05.1	conserved fungal cell surface protein, Kre9/Knh1 family, Knh4
II	2061387	2062085	570	2061387-2061553,2061625-2061951,2062010-2062085	+	CDS	SPBC1A4.01	apc10	SPBC1A4.01.1	anaphase-promoting complex substrate recognition subunit Apc10
II	2062508	2063623	1116	2062508-2063623	-	CDS	SPBC1A4.02c	leu1	SPBC1A4.02c.1	3-isopropylmalate dehydrogenase Leu1
II	2064273	2068786	4458	2064273-2068646,2068703-2068786	-	CDS	SPBC1A4.03c	top2	SPBC1A4.03c.1	DNA topoisomerase II
II	2071293	2072042	750	2071293-2072042	+	CDS	SPBC1A4.04	None	SPBC1A4.04.1	Schizosaccharomyces specific protein
II	2072536	2074691	2103	2072536-2072582,2072636-2074691	+	CDS	SPBC1A4.05	blt1	SPBC1A4.05.1	ubiquitin domain-like protein Blt1
II	2075064	2076371	1182	2075064-2075693,2075755-2076033,2076099-2076371	-	CDS	SPBC1A4.06c	tam41	SPBC1A4.06c.1	mitochondrial phosphatidate cytidylyltransferase Tam41
II	2077004	2078370	1311	2077004-2078052,2078109-2078370	-	CDS	SPBC1A4.07c	sof1	SPBC1A4.07c.1	small subunit processome, U3 snoRNP-associated protein Sof1
II	2078787	2080481	1587	2078787-2080274,2080345-2080418,2080457-2080481	-	CDS	SPBC1A4.08c	cct3	SPBC1A4.08c.1	chaperonin-containing T-complex gamma subunit Cct3
II	2081294	2081668	375	2081294-2081668	-	CDS	SPBC1A4.11c	None	SPBC1A4.11c.1	Schizosaccharomyces specific protein
II	2081945	2083987	2043	2081945-2083987	+	CDS	SPBC1A4.09	pus7	SPBC1A4.09.1	tRNA/snRNA/rRNA pseudouridine synthase Pus7
II	2084307	2086946	2640	2084307-2086946	-	CDS	SPBC1A4.10c	med14	SPBC1A4.10c.1	mediator complex subunit Med14
II	2087916	2088394	399	2087916-2088103,2088184-2088394	+	CDS	SPBP23A10.02	pkr1	SPBP23A10.02.1	ER membrane V-ATPase assembly factor Pkr1
II	2088330	2088792	348	2088330-2088377,2088493-2088792	-	CDS	SPBP23A10.03c	sdh7	SPBP23A10.03c.1	mitochondrial respiratory chain complex II assembly LYR family protein Sdh7
II	2089153	2091287	2046	2089153-2090388,2090433-2091052,2091098-2091287	+	CDS	SPBP23A10.04	apc2	SPBP23A10.04.1	anaphase-promoting complex cullin family subunit Apc2
II	2091734	2093117	1188	2091734-2091892,2091940-2092083,2092233-2093117	+	CDS	SPBP23A10.05	ssr4	SPBP23A10.05.1	SWI/SNF and RSC complex subunit Ssr4
II	2093403	2093799	357	2093403-2093733,2093774-2093799	-	CDS	SPBP23A10.17	None	SPBP23A10.17.1	conserved fungal protein
II	2093986	2094993	1008	2093986-2094993	+	CDS	SPBP23A10.06	mtm1	SPBP23A10.06.1	mitochondrial carrier, glutathione Mtm1
II	2096137	2099661	3525	2096137-2099661	+	CDS	SPBP23A10.07	rpa2	SPBP23A10.07.1	DNA-directed RNA polymerase I complex subunit Rpa2
II	2101080	2102381	1302	2101080-2102381	+	CDS	SPBP23A10.08	alp5	SPBP23A10.08.1	Ino80, NuA4 and Swr1 complex actin-like protein Arp4
II	2103518	2104126	609	2103518-2104126	+	CDS	SPBP23A10.09	psf1	SPBP23A10.09.1	GINS complex subunit Psf1
II	2104413	2106812	2250	2104413-2104437,2104588-2106812	+	CDS	SPBP23A10.10	ppk32	SPBP23A10.10.1	serine/threonine protein kinase Ppk32
II	2107184	2108707	1524	2107184-2108707	-	CDS	SPBP23A10.11c	None	SPBP23A10.11c.1	circularly permuted 1,3-beta-glucanase
II	2111969	2112909	738	2111969-2112006,2112079-2112198,2112259-2112717,2112789-2112909	+	CDS	SPBP23A10.12	frg1	SPBP23A10.12.1	mRNA splicing factor, FRG1 family, Frg1
II	2113563	2116481	2919	2113563-2116481	+	CDS	SPBP23A10.13	orc4	SPBP23A10.13.1	origin recognition complex subunit Orc4
II	2117279	2119055	1602	2117279-2118506,2118607-2118815,2118891-2119055	-	CDS	SPBP23A10.14c	ell1	SPBP23A10.14c.1	RNA polymerase II transcription elongation factor Ell1
II	2121490	2122863	1374	2121490-2122863	-	CDS	SPBP23A10.15c	qcr1	SPBP23A10.15c.1	mitochondrial processing peptidase (MPP) complex beta subunit Mas1
II	2124120	2124599	480	2124120-2124599	+	CDS	SPBP23A10.16	tim18	SPBP23A10.16.1	TIM22 inner membrane protein import complex and succinate dehydrogenase (SDH) anchor subunit Tim18
II	2125112	2125414	303	2125112-2125414	+	CDS	SPBC29A3.21	None	SPBC29A3.21.1	Schizosaccharomyces pombe specific protein, GPI anchored
II	2126007	2128721	2715	2126007-2128721	+	CDS	SPBC29A3.01	ccc2	SPBC29A3.01.1	Golgi copper transporting ATPase Ccc2
II	2128913	2130166	1254	2128913-2130166	-	CDS	SPBC29A3.02c	his7	SPBC29A3.02c.1	phosphoribosyl-AMP cyclohydrolase/phosphoribosyl- ATP pyrophosphohydrolase His7
II	2130527	2131783	1197	2130527-2131080,2131141-2131783	-	CDS	SPBC29A3.03c	gid2	SPBC29A3.03c.1	GID complex ubiquitin-protein ligase E3 subunit Gid2/Rmd5
II	2133515	2134360	780	2133515-2133517,2133584-2134360	+	CDS	SPBC29A3.04	rpl8	SPBC29A3.04.1	60S ribosomal protein L7a/L8
II	2135132	2135686	420	2135132-2135188,2135231-2135336,2135385-2135464,2135510-2135686	+	CDS	SPBC29A3.05	vps71	SPBC29A3.05.1	Swr1 complex histone chaperone module subunit Vps71
II	2136248	2137915	1668	2136248-2137915	+	CDS	SPBC29A3.06	utp18	SPBC29A3.06.1	small subunit processome, CGI-48 family Utp18
II	2138277	2138714	345	2138277-2138377,2138471-2138714	-	CDS	SPBC29A3.07c	sap14	SPBC29A3.07c.1	U2 snRNP-associated protein SF3B14 Sap14
II	2141052	2141843	792	2141052-2141843	+	CDS	SPBC29A3.08	pof4	SPBC29A3.08.1	elongin-A, F-box protein Pof4
II	2142234	2144444	2211	2142234-2144444	-	CDS	SPBC29A3.09c	gcn20	SPBC29A3.09c.1	AAA family ATPase Gcn20
II	2145118	2145622	312	2145118-2145141,2145188-2145378,2145431-2145466,2145515-2145560,2145608-2145622	-	CDS	SPBC29A3.10c	atp14	SPBC29A3.10c.1	F1-FO ATP synthase F(o) subunit H, Atp14
II	2146283	2147176	894	2146283-2147176	-	CDS	SPBC29A3.11c	ort1	SPBC29A3.11c.1	mitochondrial carrier, ornithine Ort1
II	2147812	2148390	579	2147812-2148390	+	CDS	SPBC29A3.12	rps902	SPBC29A3.12.1	40S ribosomal protein S9
II	2149123	2150202	1080	2149123-2150202	-	CDS	SPBC29A3.13	pdp1	SPBC29A3.13.1	PWWP domain protein Pdp1
II	2150492	2154130	2967	2150492-2150654,2150697-2150793,2150837-2151003,2151043-2151292,2151330-2151543,2151585-2151733,2151780-2151964,2152006-2152175,2152227-2152343,2152384-2152653,2152693-2152763,2152803-2153195,2153232-2153494,2153546-2153664,2153736-2153816,2153873-2154130	-	CDS	SPBC29A3.14c	trt1	SPBC29A3.14c.1	telomerase reverse transcriptase 1 protein Trt1
II	2154528	2155958	1431	2154528-2155958	-	CDS	SPBC29A3.15c	rsm23	SPBC29A3.15c.1	mitochondrial ribosomal protein subunit S29
II	2156413	2156913	501	2156413-2156913	+	CDS	SPBC29A3.16	rrs1	SPBC29A3.16.1	ribosome biogenesis protein Rrs1
II	2158406	2160039	1578	2158406-2159311,2159368-2160039	+	CDS	SPBC29A3.17	gef3	SPBC29A3.17.1	RhoGEF for Cdc42/Rho3/Rho4 (Gef3)
II	2161343	2162350	924	2161343-2161402,2161487-2162350	+	CDS	SPBC29A3.18	cyt1	SPBC29A3.18.1	cytochrome c1 Cyt1
II	2163685	2164713	1029	2163685-2164713	+	CDS	SPBC18E5.01	None	SPBC18E5.01.1	WD40/YVTN repeat-like-containing domain superfamily, bacterial carboxy-cis,cis-muconate cyclase-like
II	2165183	2166879	1530	2165183-2165374,2165428-2166418,2166475-2166575,2166634-2166879	-	CDS	SPBC18E5.02c	lcb1	SPBC18E5.02c.1	serine palmitoyltransferase complex subunit
II	2167509	2168418	834	2167509-2167661,2167738-2168418	-	CDS	SPBC18E5.03c	sim4	SPBC18E5.03c.1	CENP-K ortholog Sim4
II	2169534	2170199	666	2169534-2170199	+	CDS	SPBC18E5.04	rpl1001	SPBC18E5.04.1	60S ribosomal protein L10
II	2170507	2171505	945	2170507-2171329,2171384-2171505	-	CDS	SPBC18E5.05c	elp5	SPBC18E5.05c.1	elongator complex subunit Elp5
II	2171888	2172204	264	2171888-2171937,2171991-2172204	+	CDS	SPBC18E5.06	rps21	SPBC18E5.06.1	40S ribosomal protein S21
II	2173642	2175489	1848	2173642-2175489	+	CDS	SPBC18E5.07	aim21	SPBC18E5.07.1	barbed end F-actin assembly inhibitor
II	2176460	2177020	561	2176460-2177020	+	CDS	SPBC18E5.08	None	SPBC18E5.08.1	N-acetyltransferase
II	2177964	2178347	384	2177964-2178347	-	CDS	SPBC18E5.14c	None	SPBC18E5.14c.1	Schizosaccharomyces specific protein
II	2178577	2178963	387	2178577-2178963	-	CDS	SPBC18E5.09c	None	SPBC18E5.09c.1	Schizosaccharomyces specific protein
II	2179909	2180254	346	2179909-2180254	+	pseudogenic_transcript	SPBC18E5.15	tdk6	SPBC18E5.15.1	pseudogene, mug2/mug135/meu2 family
II	2180871	2182297	1359	2180871-2181077,2181146-2182297	+	CDS	SPBC18E5.10	None	SPBC18E5.10.1	mitochondrial iron-sulfur cluster protein, implicated in respiratory complex assembly
II	2182413	2183868	1365	2182413-2183423,2183515-2183868	-	CDS	SPBC18E5.11c	edc3	SPBC18E5.11c.1	enhancer of mRNA decapping Edc3
II	2184548	2186032	1485	2184548-2186032	-	CDS	SPBC18E5.12c	mas2	SPBC18E5.12c.1	mitochondrial processing peptidase (MPP) complex alpha subunit Mas2
II	2186977	2187678	702	2186977-2187678	+	CDS	SPBC18E5.13	mti3	SPBC18E5.13.1	mitochondrial translation initiation factor Mti3
II	2188293	2189081	447	2188293-2188337,2188407-2188432,2188540-2188800,2188895-2188916,2188989-2189081	+	CDS	SPBC23G7.16	ctr6	SPBC23G7.16.1	vacuolar copper exporter Ctr6
II	2189466	2191511	2046	2189466-2191511	-	CDS	SPBC23G7.04c	nif1	SPBC23G7.04c.1	SEL1/TPR repeat protein, protein kinase inhibitor Nif1
II	2193646	2194190	330	2193646-2193676,2193892-2194190	+	CDS	SPBC23G7.05	sui1	SPBC23G7.05.1	translation initiation factor eIF1
II	2194468	2196807	2340	2194468-2196807	-	CDS	SPBC23G7.06c	nvj2	SPBC23G7.06c.1	nucleus-vacuole junction protein Nvj2
II	2197430	2198378	834	2197430-2197605,2197665-2197979,2198036-2198378	-	CDS	SPBC23G7.07c	cms1	SPBC23G7.07c.1	U3-containing 90S preribosome complex subunit Cms1
II	2198828	2200915	2088	2198828-2200915	-	CDS	SPBC23G7.08c	rga7	SPBC23G7.08c.1	RhoGAP Rga7
II	2202215	2202571	357	2202215-2202571	-	CDS	SPB2025.25	mat1-Pc	SPB2025.25.1	P-specific transcription factor Pc
II	2202750	2203229	480	2202750-2203229	+	CDS	SPB2025.26	mat1-Pi	SPB2025.26.1	P-specific trancription factor Pi
II	2206264	2207451	1188	2206264-2207451	-	CDS	SPBC23G7.10c	None	SPBC23G7.10c.1	NADH-dependent flavin oxidoreductase, implicated in cellular detoxification from family members
II	2208283	2208924	642	2208283-2208924	+	CDS	SPBC23G7.11	mag2	SPBC23G7.11.1	DNA-3-methyladenine glycosylase Mag2
II	2209527	2210780	1212	2209527-2210684,2210727-2210780	-	CDS	SPBC23G7.12c	rpt6	SPBC23G7.12c.1	19S proteasome base subcomplex ATPase subunit Rpt6
II	2211257	2213251	1995	2211257-2213251	-	CDS	SPBC23G7.13c	None	SPBC23G7.13c.1	plasma membrane urea transmembrane transporter
II	2214630	2215025	396	2214630-2215025	+	CDS	SPBC23G7.14	None	SPBC23G7.14.1	Schizosaccharomyces specific protein
II	2216029	2216407	333	2216029-2216052,2216099-2216407	-	CDS	SPBC23G7.15c	rpp202	SPBC23G7.15c.1	60S acidic ribosomal protein P2
II	2220558	2220914	357	2220558-2220914	-	CDS	SPMTR.01	mat2-Pc	SPMTR.01.1	silenced P-specific transcription factor Pc
II	2221093	2221572	480	2221093-2221572	+	CDS	SPMTR.02	mat2-Pi	SPMTR.02.1	silenced P-specific trancription factor Pi
II	2232802	2232930	129	2232802-2232930	-	CDS	SPBC1711.01c	mat3-Mi	SPBC1711.01c.1	mating type M-specific polypeptide Mi at silenced MAT3 locus
II	2233065	2233610	546	2233065-2233610	+	CDS	SPBC1711.02	mat3-Mc	SPBC1711.02.1	mating type M-specific HMG-box DNA-binding transcription factor Mc at silenced MAT3 locus
II	2238579	2239692	777	2238579-2238603,2238643-2238769,2238818-2239092,2239298-2239459,2239505-2239692	+	CDS	SPBC1711.03	emc3	SPBC1711.03.1	ER membrane protein complex subunit Emc3
II	2240078	2241207	963	2240078-2240117,2240233-2240364,2240417-2241207	+	CDS	SPBC1711.04	mtd1	SPBC1711.04.1	methylenetetrahydrofolate reductase Mtd1
II	2241484	2242839	1356	2241484-2242839	+	CDS	SPBC1711.05	srp40	SPBC1711.05.1	nucleocytoplasmic transport chaperone Srp40
II	2243353	2244444	1092	2243353-2244444	+	CDS	SPBC1711.06	rpl401	SPBC1711.06.1	60S ribosomal protein L4
II	2245255	2245515	261	2245255-2245515	+	CDS	SPBC1711.18	tam9	SPBC1711.18.1	mitochondrial ribosomal protein subunit L31
II	2246472	2247914	1443	2246472-2247914	+	CDS	SPBC1711.07	rrb1	SPBC1711.07.1	assembly chaperone for ribosomal protein Rpl3, WD repeat protein Rrb1
II	2248754	2250139	1011	2248754-2248785,2249161-2250139	+	CDS	SPBC1711.08	aha1	SPBC1711.08.1	chaperone activator Aha1
II	2250589	2251467	831	2250589-2251389,2251438-2251467	-	CDS	SPBC1711.09c	None	SPBC1711.09c.1	SNARE associated Golgi protein
